"","S.72.sti_FPKM","S.72.1_FPKM","S.73.sti.1_FPKM","S.73.1_FPKM","S.124.sti.1_FPKM","S.124.1_FPKM","S.103.sti.1_FPKM","S.103.1_FPKM","S.102.sti.1_FPKM","S.102.1_FPKM"
"ENSG00000197857",0.9006865,3.376812,1.0245,3.151071,1.213425,3.843165,1.418369,3.154227,1.247656,3.62441
"ENSG00000197858",14.81233,22.46052,10.38282,14.8012,9.598573,17.54822,11.69868,15.01069,8.195079,14.79803
"ENSG00000197860",2.347385,8.726853,3.624105,7.645356,4.041933,7.505144,3.657107,6.687125,3.733332,8.036642
"ENSG00000197863",0.6393474,2.025067,0.6595481,1.733706,0.6075599,1.57686,0.7044948,1.776876,0.5879418,1.957546
"ENSG00000197872",0.1540034,1.208068,0.1555222,0.7529229,0.1859552,0.6989755,0.1920434,1.161203,0.1682861,0.751892
"ENSG00000197879",1.871375,3.781653,2.117135,2.648338,1.923656,2.566087,1.831697,2.397785,1.549807,2.861131
"ENSG00000197892",1.512033,3.493152,1.579153,2.540875,1.551117,2.902139,1.567834,2.266188,1.376167,3.066078
"ENSG00000197894",11.14425,19.66347,9.752246,16.80584,9.710752,16.9488,10.75917,15.92938,10.70561,15.17567
"ENSG00000197903",9.25887,27.43124,4.155135,25.66293,4.798654,22.03942,5.391997,30.47381,7.14178,21.86761
"ENSG00000197905",3.234071,0.1879556,1.918637,0.06820831,2.587276,0.1228189,2.549834,0.1017962,2.54782,0.1542426
"ENSG00000197912",3.327407,8.166601,3.651998,6.739192,3.802664,8.972251,4.271858,7.317084,3.58761,8.895301
"ENSG00000197914",0.6953486,1.797746,0.1363747,1.302912,0.2721921,1.604437,0.4815814,1.599937,0.2898317,1.797466
"ENSG00000197927",0.8400185,1.121536,0.7973227,0.9369091,0.7279231,1.009477,0.7249698,0.9246243,0.8772727,0.7466351
"ENSG00000197930",30.39,42.52618,44.80761,33.94122,52.38669,35.7784,44.63307,31.43668,50.04732,38.50599
"ENSG00000197932",4.410097,8.034378,3.28204,5.874069,3.046657,6.384531,3.18506,5.632023,2.788814,5.951851
"ENSG00000197933",1.190026,2.249957,0.8685845,1.915078,0.9477673,2.364884,1.065378,1.906217,0.8407116,1.905647
"ENSG00000197937",0.3500077,1.436496,0.2808453,1.034751,0.4136368,1.313097,0.3025684,1.139466,0.2639509,1.432436
"ENSG00000197943",0.9333539,1.974132,1.182191,1.367111,1.029165,1.236837,0.9314366,1.489099,0.7408313,1.395182
"ENSG00000197948",2.44072,10.80184,3.03329,9.55426,3.181568,12.2705,3.303198,10.08553,3.13307,12.4919
"ENSG00000197951",0.8400185,1.417584,0.6204325,1.143834,0.5709793,1.026612,0.56046,1.106658,0.5493057,1.178333
"ENSG00000197956",45.89301,136.7305,41.35312,110.1689,37.35549,110.2266,46.95053,117.1703,40.21837,92.44883
"ENSG00000197958",151.4693,220.3622,143.3838,215.9909,166.0829,213.7287,157.6461,215.1498,164.7611,201.7546
"ENSG00000197961",4.942109,9.887105,5.871021,7.025136,6.045291,8.384368,6.261237,7.322901,5.734263,7.873918
"ENSG00000197965",2.482721,1.666057,1.698053,1.075295,1.614515,1.063086,2.065467,0.9142958,1.69817,0.9142629
"ENSG00000197969",2.576057,7.795794,4.349704,6.72002,4.863538,8.2203,3.456927,5.936539,3.854479,8.441084
"ENSG00000197971",1.376697,9.369489,1.657264,7.678945,1.76346,7.203925,1.521604,6.862262,1.537857,7.679967
"ENSG00000197976",20.22578,31.15344,22.87253,27.11942,28.78977,32.01201,27.4945,26.7981,26.93085,32.77767
"ENSG00000197982",4.424097,5.327871,2.501168,3.752202,1.842389,4.978691,2.640892,5.220524,2.37986,4.010987
"ENSG00000197989",3.644747,6.575508,2.804268,3.974798,2.976587,4.851222,3.315058,4.590247,3.422031,4.355274
"ENSG00000198000",5.870796,12.04405,4.868453,9.613426,4.588648,9.683971,4.583659,8.388106,4.566788,10.09624
"ENSG00000198001",3.299406,15.91562,3.822893,13.54316,3.801437,16.24834,3.908788,13.30701,3.25381,15.38716
"ENSG00000198015",10.26223,12.8498,9.353677,8.773797,10.381,9.867601,9.76183,8.145662,10.24778,8.674678
"ENSG00000198018",0.8586856,3.493381,0.7238746,2.881567,0.7901637,2.372113,0.8302995,2.118268,0.7946898,2.651216
